distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
Weibull,71,0.6094233390545553,0.5891465053763442,5.21884667810911,18.418972016586174,"[2.9153764564313924, 0.06346991974060189]",1284.0,1148.0,989.0,1048.0,1117.25
Exp_Weibull,147,0.2485161878972179,0.6869806094182825,6.4970323757944355,26.439590735069874,"[3.70192850279673e-08, 1.8849157692041099, 0.0037591395581475806]",816.0,715.0,1352.0,1588.0,1117.75
Burr_XII,99,0.4392521832308622,0.5551310991491579,4.8785043664617245,18.254400590139177,"[0.0512552087309123, 4.83741350431768]",1139.0,1417.0,923.0,1006.0,1121.25
Logistic,69,0.6144276235817949,0.5886733294140702,5.22885524716359,18.413827598066927,"[4.1276823530853506e-06, 0.22871791004037725]",1293.0,1154.0,995.0,1045.0,1121.75
Burr_III,99,0.43998696291553646,0.5551310991491579,4.879973925831073,18.255870149508528,"[0.19375904828481288, 0.0568270055708851]",1140.0,1417.0,924.0,1007.0,1122.0
Logistic,68,0.6411363615999328,0.5926767004432194,5.282272723199865,18.47280217687265,"[4.280565568729354e-06, 0.23206498579097082]",1314.0,1105.0,1011.0,1067.0,1124.25
Logistic,91,0.6771132119835622,0.6069860279441116,5.354226423967124,18.64996745408283,"[1.222752969950679e-07, 0.19334417285501132]",1344.0,1017.0,1030.0,1109.0,1125.0
Exponential,54,1.920057463726241,0.522338065661047,5.840114927452483,12.434269160004849,[1.1487660825519506],1601.0,1672.0,1095.0,132.0,1125.0
Logistic,88,0.6652144033286573,0.5987162820929477,5.330428806657315,18.603578703529948,"[3.961490022509378e-07, 0.2081714889051208]",1332.0,1054.0,1021.0,1095.0,1125.5
LogNormal,188,0.6879748150616666,0.6091160220994476,5.375949630123333,18.793559220357903,"[0.34574088060750485, 0.04448197724293721]",1359.0,1000.0,1033.0,1125.0,1129.25
Logistic,73,0.6348499271157368,0.5915875169606511,5.269699854231474,18.538941070815877,"[6.254109029171297e-06, 0.2388169020427011]",1310.0,1125.0,1008.0,1079.0,1130.5
Piecewise_Exp,33,0.12837186850658994,0.5608773500447627,6.2567437370131795,25.98539333261028,"[1.1333212109886595, 1.0, 626.5]",454.0,1387.0,1238.0,1444.0,1130.75
Gen_Gamma,33,0.12837198394767127,0.5608773500447627,6.256743967895343,25.98539356349244,"[0.9934782212604473, 0.9882874804359928, 1.0764828908765363]",457.0,1387.0,1239.0,1445.0,1132.0
Logistic,72,0.5881646588170006,0.5781588103934772,5.176329317634002,18.37129336292408,"[7.2332860592448995e-06, 0.2352078070351252]",1269.0,1246.0,981.0,1033.0,1132.25
Exp_Weibull,138,0.2678756432043264,0.7038132807363577,6.535751286408653,26.501917356911566,"[3.8937959558515656e-08, 1.8778262092173321, 0.0037065796330828034]",873.0,666.0,1368.0,1622.0,1132.25
Exponential,56,2.1163564634354404,0.5346650904966535,6.232712926870881,12.809306461568564,[1.1462293695324817],1631.0,1540.0,1223.0,136.0,1132.5
LogNormal,187,0.6916668650081252,0.6090277777777777,5.3833337300162505,18.801603713190616,"[0.34621726488465326, 0.043590795421527585]",1367.0,1002.0,1038.0,1129.0,1134.0
Logistic,105,0.6071800347607201,0.5829613095238095,5.21436006952144,18.510101099637147,"[2.213038591632605e-06, 0.22169092235309062]",1281.0,1198.0,986.0,1072.0,1134.25
Logistic,67,0.6465481640456916,0.58975861260839,5.293096328091384,18.46429477625198,"[3.3052405303517715e-06, 0.22877677648590736]",1318.0,1140.0,1015.0,1064.0,1134.25
LogNormal,134,0.7263520354992802,0.62033978291647,5.452704070998561,18.770436770463327,"[0.5354758913377715, 3.297762729326363e-11]",1417.0,939.0,1065.0,1122.0,1135.75
Logistic,106,0.5832728354099599,0.5782382559619321,5.16654567081992,18.459828188026165,"[1.4552428634350291e-06, 0.2149098249595636]",1265.0,1243.0,979.0,1063.0,1137.5
Piecewise_Exp,45,0.28917034603607095,0.6920553673130994,6.578340692072142,26.330652382168733,"[1.158406482394999, 1.0, 626.5]",925.0,704.0,1385.0,1546.0,1140.0
Logistic,53,0.690639090236837,0.5950191570881226,5.381278180473674,18.556954242444814,"[1.932055338529542e-06, 0.20911904609065174]",1363.0,1080.0,1036.0,1083.0,1140.5
Exp_Weibull,132,0.3374044570627836,0.7519685039370079,6.674808914125567,26.656610878258466,"[7.400622276070784e-08, 1.681515685284652, 0.0031943082309748502]",1008.0,476.0,1414.0,1665.0,1140.75
LogNormal,145,0.8039721525615522,0.6276066350710902,5.607944305123104,19.004972800876324,"[0.34844789791854913, 0.0441596849940308]",1451.0,877.0,1080.0,1156.0,1141.0
Weibull,53,0.6907396830047401,0.5950191570881226,5.38147936600948,18.557155427980618,"[2.8134386836597423, 0.060472207246824394]",1364.0,1080.0,1037.0,1084.0,1141.25
Logistic,98,0.6764319879734206,0.5929967213114753,5.352863975946841,18.663292954574068,"[2.9643381341755884e-06, 0.2288332978306322]",1341.0,1098.0,1027.0,1112.0,1144.5
Exp_Weibull,14,0.1217363441133701,0.5458196046128501,6.24347268822674,25.90115369398733,"[2.1269555027775254e-08, 2.3481697495546046, 0.0052118219419528405]",440.0,1480.0,1234.0,1426.0,1145.0
Weibull,98,0.6765220148356104,0.5929967213114753,5.353044029671221,18.663473008298446,"[2.9829773830290085, 0.061725563573260894]",1342.0,1098.0,1028.0,1113.0,1145.25
LogNormal,143,0.8154272930943702,0.6272836538461538,5.6308545861887405,19.029884082609122,"[0.34799491990275633, 0.04500018589775388]",1459.0,882.0,1084.0,1158.0,1145.75
Gen_Gamma,14,0.12198194347709422,0.5458196046128501,6.243963886954188,25.901644892714774,"[1905.6654030355714, 0.012302317343880367, 15.263108537822879]",441.0,1480.0,1235.0,1427.0,1145.75
Gamma,98,0.6768826204483634,0.5929967213114753,5.353765240896727,18.664194219523953,"[0.000168842842192638, 0.005855982640954574]",1343.0,1098.0,1029.0,1114.0,1146.0
Gen_Gamma,45,0.30137051181122426,0.6920553673130994,6.602741023622449,26.35505271371904,"[1.0034496437982952, 1.0067165572511507, 1.1108689361978321]",939.0,704.0,1389.0,1554.0,1146.5
Burr_XII,97,0.523130707751463,0.5658823529411765,5.046261415502926,18.42552691221441,"[0.05248422199988876, 4.918060340116288]",1223.0,1360.0,958.0,1050.0,1147.75
Exp_Weibull,133,0.3271886784553089,0.7456544261540232,6.654377356910618,26.70148312503628,"[4.9960233141597045e-08, 1.758238685492622, 0.003208022352571677]",989.0,523.0,1407.0,1675.0,1148.5
Burr_III,97,0.523962342917899,0.5658823529411765,5.047924685835798,18.42719018254728,"[0.2025095622774853, 0.05421329624782677]",1224.0,1360.0,959.0,1052.0,1148.75
Logistic,89,0.6348278350054593,0.5818563432835822,5.269655670010918,18.53960812415616,"[5.272379917501988e-07, 0.20858997160427847]",1309.0,1205.0,1007.0,1080.0,1150.25
Logistic,62,0.6654499922239939,0.5845798647242456,5.330899984447988,18.508811099734245,"[9.788882621940448e-06, 0.23974034651500328]",1333.0,1187.0,1022.0,1071.0,1153.25
Logistic,112,0.5257918882037691,0.555612711476909,5.051583776407538,18.330051411058065,"[5.502477715212818e-06, 0.227905165695596]",1225.0,1413.0,960.0,1025.0,1155.75
Logistic,87,0.6740856840069291,0.5875565610859729,5.348171368013858,18.62451360395214,"[3.093596582324699e-06, 0.23212376749889513]",1340.0,1160.0,1026.0,1102.0,1157.0
Logistic,65,0.6324065816570033,0.5764625850340135,5.264813163314006,18.447929710057096,"[1.1304580293129103e-05, 0.24046155845371625]",1308.0,1259.0,1006.0,1059.0,1158.0
Logistic,86,0.6876504622858155,0.5907493061979647,5.375300924571631,18.654830412180466,"[2.2557783641267783e-06, 0.22884916113389742]",1358.0,1134.0,1032.0,1110.0,1158.5
Logistic,64,0.6278387837512369,0.5779974215728406,5.255677567502474,18.5373290712255,"[8.7621194741673e-06, 0.23498486838978042]",1307.0,1250.0,1005.0,1076.0,1159.5
Gen_Gamma,55,0.1954508755104904,0.5803753341183947,6.390901751020981,26.13196905014261,"[52140.26750683808, 0.004323347965409362, 0.737289957118139]",650.0,1225.0,1303.0,1462.0,1160.0
Logistic,104,0.6186236724483931,0.5744217091129049,5.237247344896787,18.499005256536893,"[3.7851393732726993e-06, 0.23179916998225084]",1298.0,1274.0,1000.0,1070.0,1160.5
Exponential,65,2.1862485374402767,0.5321088435374149,6.372497074880553,12.9640553482521,[1.2168866369660492],1650.0,1557.0,1295.0,140.0,1160.5
Exponential,61,2.1348795839539707,0.5261247917052397,6.269759167907941,12.861874285841438,[0.9804962338385881],1638.0,1619.0,1250.0,138.0,1161.25
Piecewise_Exp,32,0.2385565346406713,0.6025334608030593,6.477113069281343,26.242862631790075,"[0.8811240510063956, 1.0, 626.5]",790.0,1034.0,1344.0,1500.0,1167.0
LogNormal,36,0.38490111393270443,0.5100426813959327,4.769802227865409,17.910890961691873,"[0.5417109767056495, 0.0063066270498762025]",1087.0,1785.0,893.0,904.0,1167.25
Exponential,115,2.1566785633331054,0.5267420248074952,6.313357126666211,12.96891998734722,[1.0508475798058505],1646.0,1613.0,1270.0,141.0,1167.5
Piecewise_Exp,34,0.2844286839604735,0.6336633663366338,6.5688573679209465,26.297506963518046,"[1.1366073426366463, 1.0, 626.5]",916.0,857.0,1382.0,1530.0,1171.25
Exponential,109,1.952937994724896,0.5043926247288504,5.905875989449791,12.509980552855325,[1.0392228539611246],1606.0,1845.0,1101.0,133.0,1171.25
Logistic,107,0.6460081586275037,0.5759817477876106,5.292016317255007,18.58283729568899,"[2.9504010413368023e-06, 0.23008038451642765]",1317.0,1267.0,1014.0,1090.0,1172.0
Exp_Weibull,130,0.3682226295055029,0.7458524027459954,6.736445259011006,26.85442640193471,"[7.262694020912661e-08, 1.7204858104640592, 0.0031578027950750413]",1054.0,509.0,1435.0,1691.0,1172.25
Logistic,110,0.5810237126471164,0.5599363507779349,5.162047425294233,18.445465557521842,"[6.2430910699770365e-06, 0.2345307646635003]",1261.0,1399.0,976.0,1056.0,1173.0
Logistic,55,0.688797855197883,0.5803753341183947,5.377595710395766,18.53830724314352,"[2.325171186936797e-06, 0.2139350737000376]",1360.0,1225.0,1034.0,1077.0,1174.0
Weibull,55,0.6889929573786584,0.5803753341183947,5.377985914757317,18.538697447505072,"[2.8332170091122255, 0.06149381789340536]",1361.0,1225.0,1035.0,1078.0,1174.75
Logistic,93,0.7059872350274488,0.5864636209813876,5.411974470054897,18.734561540834886,"[2.850797242100925e-06, 0.22810096236171665]",1379.0,1169.0,1040.0,1116.0,1176.0
Weibull,93,0.7060917220999892,0.5864636209813876,5.412183444199979,18.734770514979967,"[2.983743916038036, 0.061465290552344835]",1380.0,1169.0,1041.0,1117.0,1176.75
LogNormal,133,1.0797433485422192,0.632381719811212,6.159486697084438,19.52422387583488,"[0.5333516353129466, 4.2222493846855564e-11]",1502.0,859.0,1178.0,1169.0,1177.0
Gamma,93,0.7067163989112883,0.5864636209813876,5.413432797822576,18.736019868602565,"[0.00016603264107722607, 0.005854607739674513]",1381.0,1169.0,1042.0,1118.0,1177.5
Piecewise_Exp,191,0.2755774701653261,0.6653261840929401,6.551154940330652,26.674595593405314,"[627.5015961671606, 1.0, 626.5]",906.0,760.0,1377.0,1670.0,1178.25
Logistic,101,0.6453499610580373,0.5729710820895523,5.290699922116074,18.593798409946707,"[0.000213243072467059, 0.30504440846648717]",1315.0,1295.0,1012.0,1092.0,1178.5
Weibull,101,0.6457734855927637,0.5729710820895523,5.291546971185527,18.59464545901616,"[2.7128577976637143, 0.08246650575555325]",1316.0,1295.0,1013.0,1093.0,1179.25
Exponential,57,2.1210995521328213,0.5192383025027204,6.242199104265643,12.846853571451874,[0.9804899692200268],1634.0,1714.0,1233.0,137.0,1179.5
Gamma,8,0.6663072886781449,0.5719543115968787,5.33261457735629,18.430773337913408,"[0.3056855757545143, 3.067060384780077]",1334.0,1311.0,1023.0,1053.0,1180.25
Exp_Weibull,17,0.1811051725898063,0.5637502059647388,6.362210345179612,26.02278570717049,"[2.930620072236596e-08, 2.344360292201798, 0.0046871978874996065]",614.0,1371.0,1288.0,1449.0,1180.5
Logistic,59,0.7192821629559231,0.5874657909140667,5.438564325911846,18.635373219593966,"[3.388265707444282e-06, 0.22424154198913812]",1400.0,1164.0,1054.0,1106.0,1181.0
Gamma,101,0.6472966552160212,0.5729710820895523,5.294593310432043,18.597691798262673,"[0.0004020869044571369, 0.00794821893661433]",1319.0,1295.0,1016.0,1094.0,1181.0
Gen_Gamma,17,0.1814052608329256,0.5637502059647388,6.3628105216658515,26.02338588365673,"[1696.7001523600547, 0.010960804717045393, 24.269323911993183]",616.0,1371.0,1290.0,1450.0,1181.75
Logistic,61,0.6837732030605481,0.5761710794297353,5.367546406121097,18.55177664198809,"[4.618694003007027e-06, 0.22591610468591483]",1351.0,1263.0,1031.0,1082.0,1181.75
Logistic,108,0.5707493904596657,0.550125313283208,5.141498780919331,18.39179944676199,"[1.3902764710176867e-05, 0.24623473971246732]",1255.0,1465.0,971.0,1039.0,1182.5
Exponential,118,2.111048722221811,0.5173481370769724,6.222097444443622,12.894754738483932,[1.186152742145344],1627.0,1746.0,1222.0,139.0,1183.5
LogNormal,149,0.544853804895705,0.5496575342465754,5.08970760979141,18.482728088171196,"[0.41108718516144943, 9.77198309244476e-08]",1238.0,1468.0,966.0,1069.0,1185.25
Exponential,75,2.262156047587684,0.5333463490823896,6.524312095175368,13.114011977378354,[1.2254662002843264],1683.0,1547.0,1365.0,146.0,1185.25
Exponential,72,2.231735235130663,0.5284764658022745,6.463470470261326,13.060952492906367,[1.2254660604003518],1666.0,1596.0,1339.0,143.0,1186.0
Logistic,58,0.725775320186742,0.5863083813179782,5.451550640373484,18.61151099940349,"[1.3337112649384107e-06, 0.21320386817118767]",1415.0,1176.0,1063.0,1096.0,1187.5
Weibull,58,0.7258924009413852,0.5863083813179782,5.45178480188277,18.611745160912776,"[2.9357855228112766, 0.05967719733997136]",1416.0,1176.0,1064.0,1097.0,1188.25
Exponential,58,2.2137107555047106,0.5256797824696098,6.427421511009421,13.007401690524425,[1.1487660825519506],1664.0,1633.0,1319.0,142.0,1189.5
LogNormal,193,0.760695226639551,0.5931416591793951,5.521390453279102,18.93569480395791,"[0.3464384299811935, 0.0431768277597786]",1439.0,1097.0,1075.0,1149.0,1190.0
Gen_Gamma,66,0.25619683049627934,0.6000504032258065,6.512393660992559,26.27814322350129,"[7123.842176717444, 0.005093751655347996, 5.186943492739599]",840.0,1047.0,1358.0,1516.0,1190.25
Logistic,63,0.6160249848925737,0.5596751412429378,5.232049969785147,18.517938763228745,"[1.1327371455699565e-05, 0.23626145503026927]",1295.0,1404.0,997.0,1074.0,1192.5
Piecewise_Exp,44,0.3235323081327371,0.640588003157064,6.6470646162654745,26.388131915387106,"[1.1548216115062864, 1.0, 626.5]",983.0,824.0,1405.0,1562.0,1193.5
Exp_Weibull,45,0.3049890673581436,0.6271717972748901,6.609978134716287,26.362289824812876,"[1.0706372486660047, 1.1171450406479664, 1.005972812388576]",951.0,883.0,1393.0,1556.0,1195.75
Gen_Gamma,58,0.23261821557095683,0.5863083813179782,6.465236431141913,26.20517696968692,"[9094.004952549367, 0.004951249444627035, 4.547927986635926]",784.0,1176.0,1340.0,1483.0,1195.75
Gen_Gamma,75,0.2615828046569969,0.6018976962124171,6.523165609313994,26.292265255922953,"[7397.793217758213, 0.004955108201913769, 6.077742585479143]",862.0,1041.0,1363.0,1526.0,1198.0
Logistic,60,0.7168427952006095,0.5779166666666666,5.433685590401219,18.624215044074003,"[7.467541776405052e-06, 0.23568693424496837]",1394.0,1254.0,1048.0,1101.0,1199.25
Gen_Gamma,44,0.33021080918833995,0.640588003157064,6.66042161837668,26.401488917498313,"[1.0042535477934031, 1.0082823599212598, 1.1100415383729372]",1000.0,824.0,1411.0,1565.0,1200.0
LogNormal,144,0.9707335813148532,0.6019184652278177,5.941467162629706,19.339496408966728,"[0.34803428208820403, 0.044926971520445176]",1495.0,1040.0,1104.0,1165.0,1201.0
Exponential,114,2.2429772583628536,0.5240662302656912,6.485954516725707,13.122706943199583,[1.0470489960188947],1672.0,1653.0,1347.0,147.0,1204.75
Exponential,66,2.28280083984178,0.5278477822580646,6.56560167968356,13.154184867186471,[1.2168907658222299],1698.0,1601.0,1381.0,149.0,1207.25
Gen_Gamma,74,0.27353548608862555,0.6059870924017682,6.547070972177251,26.32397296388638,"[7069.277839078054, 0.004922326276319891, 5.128297271630583]",893.0,1022.0,1374.0,1543.0,1208.0
Gen_Gamma,59,0.24578514781825883,0.5874657909140667,6.491570295636517,26.2867836361597,"[9783.72985121915, 0.004869356295387681, 4.501042736476173]",810.0,1164.0,1351.0,1523.0,1212.0
Logistic,92,0.7366833146940065,0.5796519410977242,5.473366629388013,18.798376474540596,"[8.654954504434724e-06, 0.2452449199314823]",1421.0,1234.0,1067.0,1126.0,1212.0
Gen_Gamma,61,0.22591544943564637,0.5761710794297353,6.451830898871293,26.228176252671787,"[11191.920125759054, 0.004904514506141416, 3.826028299953442]",760.0,1263.0,1333.0,1493.0,1212.25
Weibull,92,0.737016196450325,0.5796519410977242,5.47403239290065,18.799042238053232,"[2.936629712206203, 0.06616923449780227]",1422.0,1234.0,1068.0,1127.0,1212.75
LogNormal,186,0.7149963458588785,0.5729976343359243,5.429992691717757,18.78759610494306,"[0.34974770238194786, 0.04174562259939491]",1390.0,1294.0,1046.0,1124.0,1213.5
Gamma,92,0.7379883286604898,0.5796519410977242,5.475976657320979,18.800986502473563,"[0.0002228265466620038, 0.0062693257704011605]",1423.0,1234.0,1069.0,1128.0,1213.5
Logistic,100,0.7434801200361103,0.5812419562419562,5.486960240072221,18.861169696339243,"[1.2215281000436679e-05, 0.24725323566044186]",1429.0,1214.0,1071.0,1144.0,1214.5
Logistic,56,0.7072912466074306,0.5682119522676081,5.414582493214861,18.56776956261023,"[2.7808536258413952e-06, 0.22032272213893306]",1385.0,1343.0,1043.0,1087.0,1214.5
Weibull,56,0.7075967433370153,0.5682119522676081,5.41519348667403,18.5683805560694,"[2.871426202624351, 0.06257072414838127]",1386.0,1343.0,1044.0,1088.0,1215.25
Weibull,100,0.7437750406961434,0.5812419562419562,5.487550081392287,18.861759537659307,"[2.8891583194204906, 0.06690286230211655]",1430.0,1214.0,1072.0,1145.0,1215.25
Gamma,100,0.7446387501786309,0.5812419562419562,5.489277500357262,18.863486956624282,"[0.00020493519337489685, 0.006414325267164547]",1431.0,1214.0,1073.0,1146.0,1216.0
Gen_Gamma,70,0.266685509948626,0.5937730968218772,6.533371019897252,26.30247066650621,"[6870.507083931246, 0.005049391054923143, 4.6633211835967305]",872.0,1093.0,1367.0,1534.0,1216.5
Exponential,69,2.2700914335028997,0.5230256711738194,6.540182867005799,13.132669042457469,[1.221229337196666],1688.0,1664.0,1369.0,148.0,1217.25
Gen_Gamma,62,0.24953850661905083,0.5845798647242456,6.499077013238102,26.265943686167486,"[6914.51265678546, 0.005240718327233062, 5.4508079271829155]",820.0,1187.0,1353.0,1511.0,1217.75
Gen_Gamma,77,0.30439933734277197,0.6201692819450008,6.608798674685544,26.447399499139102,"[7626.047718466519, 0.004738871648496953, 4.72177860412979]",948.0,941.0,1392.0,1591.0,1218.0
Piecewise_Exp,41,0.3628417903830977,0.642156862745098,6.725683580766195,26.416195863604656,"[1.1400695435402193, 1.0, 626.5]",1049.0,818.0,1433.0,1576.0,1219.0
Logistic,96,0.71795378773707,0.572093023255814,5.43590757547414,18.816855582590225,"[5.026221768470051e-06, 0.2310571980591288]",1396.0,1304.0,1050.0,1134.0,1221.0
Weibull,96,0.7183402192415149,0.572093023255814,5.43668043848303,18.817628445599116,"[2.8919977796666445, 0.06386357713666888]",1397.0,1304.0,1051.0,1135.0,1221.75
Logistic,95,0.7252702764942716,0.5743529411764706,5.450540552988543,18.833169656278248,"[4.7145044541392605e-06, 0.23024745516943954]",1412.0,1277.0,1061.0,1137.0,1221.75
Weibull,95,0.7256359514203603,0.5743529411764706,5.451271902840721,18.833901006130425,"[2.8957817430382495, 0.06364578515808297]",1413.0,1277.0,1062.0,1138.0,1222.5
